annee_scolaire;diplome;libelle_diplome;code_niveau;type_diplome;code_groupe_specialite;libelle_specialite;libelle_specialite_com;id_og;libelle_og;id_etab;nom_complet_cfa;numero_section;duree_formation_mois;annee_formation;id_siteformation;code_uai_site;libelle_lien_cfa;nom_site_formation;adresse1_site;adresse2_site;adresse3_site;code_commune_site_insee;code_postal_site;libelle_ville_site;num_section;age_jeune_decembre;handicap_oui_non_vide;code_sexe;sexe;code_qualite;libelle_qualite;code_nationalite;libelle_nationalite;code_pcs;libelle_pcs_parent;code_statut_jeune;libelle_statut_jeune;code_origine_prec_cfa;libelle_origine_prec_cfa;code_origine_annee_prec;libelle_origine_annee_prec;code_depart_jeune_insee;code_commune_jeune_insee;code_postal_jeune;libelle_ville_jeune;code_naf_entreprise;depart_entreprise;code_insee_entreprise;code_uai_etab_annee_prec
11/12;;Responsable de développement commercial (TITRE PRO Niv 2);2;TH2-X;312;Commerce, vente;Commerce, vente;216;FORMAPOSTE Ile de France;367;CFA des Métiers de la Poste en Ile de France;55;12;1;2436;0754471C;Convention L6231-3;CFA CODIS;10 rue Pierre Dupont;;;75110;75010;PARIS;55;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;95;95450;95000;NEUVILLE-SUR-OISE;5310Z;95;95127;993
11/12;16031401;Comptabilité et gestion (diplôme supérieur de DSCG);1;DIV-1;314;Comptabilité, gestion;Comptabilité, gestion;63;Chambre de Commerce et d'Industrie de Paris;368;CFA CCIP - NOVANCIA;10;24;1;1583;0755344B;Annexe du CFA;NOVANCIA;3 rue Armand Moisant;;;75115;75015;PARIS;10;21;;M;Masculin;D;Demi-pensionnaire;1;France;73;Retraite cadre profession intermédiaire;A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);92;92063;92500;RUEIL-MALMAISON;6920Z;75;75108;75
11/12;25011101;Transformation des métaux spé chimie-matériaux : traitement des métaux et alliages (LICENCE PRO);2;LICENCE PRO;111;Physique-chimie;Mathématiques et sciences;14;Association pour la Formation Universitaire par l'Apprentissage;14;CFA SUP 2000;260;12;1;1962;0942072S;Convention L6231-3;Université Paris Est Créteil - Vitry;122 rue Paul Armangot;;;94081;94400;VITRY-SUR-SEINE;260;21;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;60;60385;60890;MAROLLES;3511Z;93;93066;94
11/12;32032207;Communication et industries graphiques option : étude et réalisation de produits imprimes (BTS);3;BTS;322;Techniques de l'imprimerie et de l'édition;Imprimerie, édition, librairie;63;Chambre de Commerce et d'Industrie de Paris;94;CFA CCIP - Gobelins, l'école de l'image;23;24;1;702;0931908U;Annexe du CFA;Site Noisy;11 rue du Ballon;;;93051;93160;NOISY-LE-GRAND;23;19;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);45;TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée);95;95270;95420;GENAINVILLE;7311Z;94;94076;95
11/12;50023115;Constructeur de routes (CAP);5;CAP;231;Mines et carrières, génie civile topographie;Travaux publics;168;Centre Promotionnel d'Orcemont Apprentissage (CPO.A);281;CFA des métiers du BTP-CFM BTP;22;24;2;1893;0780819S;Local du CFA;CFA des Métiers du BTP;13 rue Denis Papin;;;78621;78190;TRAPPES;22;18;;M;Masculin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;11;CPA CLIPA DE COLLEGE OU DE LP  (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);78;78208;78990;ELANCOURT;8130Z;78;78464;0780819S
11/12;40022105;Boulanger-pâtissier (BAC PRO);4;BAC PRO;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;73;36;1;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;73;16;N;M;Masculin;D;Demi-pensionnaire;1;France;21;Artisan;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);78;78586;78500;SARTROUVILLE;1071C;78;78358;0752830U
11/12;50022131;Cuisine (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;65;12;1;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;65;24;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);71;CAP, BEP OU AUTRE NIVEAU V EN 1 AN (en collège);92;92062;92800;PUTEAUX;5610A;75;75107;0752830U
11/12;43033401;Hôtellerie (BAC TECHNO);4;BAC TECHNO;334;Accueil, hôtellerie, tourisme;Accueil, hôtellerie, tourisme;36;Association pour le Développement des Métiers de la Table Jean Blat;38;CFA des métiers de la table;46;36;2;73;0752830U;Local du CFA;CFA des Métiers de la Table;17 rue Jacques Ibert;;;75117;75017;PARIS;46;16;N;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);155;1ERE ANNEE TITRE HOMOLOGUE OU BREVET D'ETAT NIVEAU IV;93;93032;93220;GAGNY;5510Z;75;75101;0752830U
11/12;40025408;Réparation des carrosseries (BAC PRO);4;BAC PRO;254;Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion);Travail du métal : carrosserie, chaudronnerie, peinture;52;Association Régionale pour la Formation Professionnelle Automobile;57;CFA AFORPA - Métiers de l'automobile - UFA G. Monge;18;36;2;98;0912142J;UFA (L6232-8);Lycée Gaspard-Monge;1 place Gaspard Monge;;;91589;91600;SAVIGNY-SUR-ORGE;18;17;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);91;91549;91700;SAINTE-GENEVIEVE-DES-BOIS;4520A;91;91587;91
11/12;50031215;Employé de vente spécialisé option A : produits alimentaires (CAP);5;CAP;312;Commerce, vente;Commerce, vente;33;Centre Régional de Formation Multiprofessionnel;35;CFA CERFAL - Centre Régional Multiprofessionnel;92;24;1;1019;0932036H;UFA (L6232-8);Lycée Francoise-Cabrini;20 rue du Docteur Sureau;;;93051;93160;NOISY-LE-GRAND;92;17;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;13;CPA OU CLIPA DE CFA;13;CPA OU CLIPA DE CFA;93;93049;93360;NEUILLY-PLAISANCE;1071C;94;94079;993
11/12;50025214;Maintenance des véhicules automobiles option : véhicules particuliers (CAP);5;CAP;252;Moteurs et mécanique auto;Moteurs et mécanique auto;8;Ecole de Travail ORT;8;CFA École de travail ORT;32;24;1;1207;0751488K;Annexe du CFA;Ecole de Travail ORT;7 rue de la Fontaine au Roi;;;75111;75011;PARIS;32;16;N;M;Masculin;D;Demi-pensionnaire;1;France;56;Personnel, service direct aux particuliers;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);93;93055;93500;PANTIN;4520A;93;93061;93
11/12;50025214;Maintenance des véhicules automobiles option : véhicules particuliers (CAP);5;CAP;252;Moteurs et mécanique auto;Moteurs et mécanique auto;8;Ecole de Travail ORT;8;CFA École de travail ORT;32;24;2;1207;0751488K;Annexe du CFA;Ecole de Travail ORT;7 rue de la Fontaine au Roi;;;75111;75011;PARIS;32;17;N;M;Masculin;D;Demi-pensionnaire;1;France;52;Employé civil - agent service fonction publique;A;Contrat d'apprentissage;15;4EME GENERALE (en collège);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);93;93006;93170;BAGNOLET;4730Z;93;93048;0751488K
11/12;40033001;Services accueil assistance conseil (BAC PRO);4;BAC PRO;330;Spécialités plurivalentes sanitaires et sociales;Santé, sanitaire et social;54;Association de Gestion des Formations en Alternance pour les PME;62;CFA PME apprentissage;39;36;3;2137;0922379L;Local du CFA;PME Apprentissage;6 bis rue Bellini;;;92062;92800;PUTEAUX;39;20;;F;Féminin;D;Demi-pensionnaire;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;81;2EME ANNEE BEP (STATUT APPRENTISSAGE);91;2EME ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE);93;93061;93310;LE PRE-SAINT-GERVAIS;6110Z;75;75110;92
11/12;40033402;Restauration (BAC PRO);4;BAC PRO;334;Accueil, hôtellerie, tourisme;Accueil, hôtellerie, tourisme;206;Formation Continue et Insertion Professionnelle - GIP;339;CFA de l'Académie de Créteil;109;36;2;2583;0941610P;UFA (L6232-8);Collège François Rabelais;6 rue Pierre et Marie Curie;;;94081;94400;VITRY SUR SEINE;109;18;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);94;94038;94240;L'HAY-LES-ROSES;5610A;75;75101;0940319L
11/12;50025411;Carrosserie réparation (CAP);5;CAP;254;Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion);Travail du métal : carrosserie, chaudronnerie, peinture;52;Association Régionale pour la Formation Professionnelle Automobile;280;CFA AFORPA - Métiers de l'automobile - M. Mingam;8;24;2;1358;0772311U;UFA (L6232-8);Lycée Georges-Cormier;6 rue des Templiers;;;77131;77120;COULOMMIERS;8;20;;M;Masculin;E;Externe;1;France;61;Ouvrier qualifié;A;Contrat d'apprentissage;39;TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée);73;1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);77;77018;77700;BAILLY-ROMAINVILLIERS;4520A;77;77284;0770983A
11/12;17025001;Ingénieur diplôme de l'école spéciale de mécanique et d'électricité (ESME);1;ING;250;Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité);Mécanique et électricité : conception et maintenance;137;Association pour le Développement par les Entreprises de Sections d'Apprentissage;180;CFA des Sections d'Apprentissage Créées par les Entreprises Franciliennes;37;36;1;977;0941953M;Convention L6231-3;Ecole Supérieure de Mécanique et d'Electricité ESME-SUDRIA;38 rue Molière;;;94041;94200;IVRY-SUR-SEINE;37;26;;F;Féminin;E;Externe;3;Autre;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;95;2EME ANNEE BTS (STATUT APPRENTISSAGE);95;2EME ANNEE BTS (STATUT APPRENTISSAGE);78;78242;78330;FONTENAY-LE-FLEURY;4321A;94;94015;993
11/12;50031105;Conduite routière (CAP);5;CAP;311;Transport, manutention, magasinage;Transport, logistique;169;Association Gestionnaire du CFA des Métiers de la Logistique et du Transport de Savigny le Temple;282;CFA des Métiers de la Logistique et du Transport;1;12;1;1011;0772587U;Local du CFA;CFA des Métiers de la Logistique et des Transport;Rue du Zinc;Zac de Villebouvet;;77445;77176;SAVIGNY-LE-TEMPLE;1;19;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);77;77284;77100;MEAUX;5221Z;94;94065;77
11/12;;Responsable en commerce extérieur (ESCE);2;TH2-C;312;Commerce, vente;Commerce, vente;54;Association de Gestion des Formations en Alternance pour les PME;62;CFA PME apprentissage;31;36;3;1527;0922374F;Convention L6231-3;Ecole Supérieure de Commerce Extèrieur;10 rue Sextius Michel;;;75115;75015;PARIS;31;24;;F;Féminin;D;Demi-pensionnaire;3;Autre;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;105;APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE);69;AUTRE SCOLARITE SUPERIEURE;94;94022;94600;CHOISY-LE-ROI;6311Z;93;93070;0922379L
11/12;50025523;Préparation et réalisation d'ouvrages électriques (CAP);5;CAP;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;72;CFA de la CCIV-Adolphe Chauvin;45;24;1;121;0951286G;Local du CFA;CFA CCIV - IFA Adolphe-Chauvin;22 rue des Beaux Soleils;;;95476;95520;OSNY;45;15;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;23;3EME GENERALE (en collège);23;3EME GENERALE (en collège);95;95039;95430;AUVERS-SUR-OISE;4321A;95;95313;95
11/12;50025411;Carrosserie réparation (CAP);5;CAP;254;Structures métalliques (y compris soudure, carrosserie, coque bateau, cellule avion);Travail du métal : carrosserie, chaudronnerie, peinture;52;Association Régionale pour la Formation Professionnelle Automobile;55;CFA AFORPA - Métiers de l'automobile - JC. Andrieu;7;24;1;96;0942120U;Local du CFA;CFA des Métiers de l'Automobile - Site Andrieu;150-156 rue du Maréchal Leclerc;;;94069;94410;SAINT-MAURICE;7;16;;M;Masculin;E;Externe;1;France;47;Technicien;A;Contrat d'apprentissage;9;AUTRE SPECIAL MEDICO EDUCATIF (,IME,IMP) (en collège);9;AUTRE SPECIAL MEDICO EDUCATIF (,IME,IMP) (en collège);94;94011;94380;BONNEUIL-SUR-MARNE;4520A;94;94058;94
11/12;13531027;Sciences, technologie, santé : sciences de gestion spé gestion des entreprises et des organisations (MASTER Paris 13);1;MASTER PRO;310;Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités);Administration et management des entreprises;14;Association pour la Formation Universitaire par l'Apprentissage;14;CFA SUP 2000;271;24;1;928;0931235M;Convention L6231-3;Université Paris XIII - Villetaneuse;Avenue Jean-Baptiste Clément;;;93079;93430;VILLETANEUSE;271;21;;F;Féminin;E;Externe;1;France;37;Cadre administratif et commercial d'entreprise;A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;94;94080;94300;VINCENNES;4511Z;78;78123;94
11/12;50022136;Pâtissier (CAP);5;CAP;221;Agro-alimentaire, alimentation, cuisine;Agro-alimentaire, alimentation, cuisine;206;Formation Continue et Insertion Professionnelle - GIP;339;CFA de l'Académie de Créteil;106;12;1;2583;0941610P;UFA (L6232-8);Collège François Rabelais;6 rue Pierre et Marie Curie;;;94081;94400;VITRY SUR SEINE;106;18;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);93;93013;93350;LE BOURGET;1071C;93;93013;93
11/12;13531215;Sciences économiques : géostratégie économique internationale spé commerce et management international (MASTER Paris 2);1;MASTER PRO;312;Commerce, vente;Commerce, vente;141;FORMASUP PARIS;257;CFA FORMASUP Paris;68;12;1;758;0751718K;Convention L6231-3;Université Paris II - Panthéon Assas;12 place du Panthéon;;;75105;75005;PARIS;68;22;;F;Féminin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;75;75111;75011;PARIS;7010Z;78;78000;75
11/12;32020006;Conception de produits industriel (BTS);3;BTS;200;Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle;Technologies et management de la production;84;Lycée Technique Public Dorian;119;CFA Public Dorian;4;24;1;2195;0752314H;Local du CFA;CFA Public Dorian - Philippe-Auguste;74 avenue Philippe-Auguste;;;75120;75014;PARIS;4;20;;F;Féminin;E;Externe;2;Communauté Européenne;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;49;1ERE GENERALE OU TECHNOLOGIQUE (en lycée);49;1ERE GENERALE OU TECHNOLOGIQUE (en lycée);41;41232;41300;SALBRIS;2829B;41;41232;993
11/12;;Responsable commercial en vente et en mercatique (CNAM);2;DIP2-CNAM;312;Commerce, vente;Commerce, vente;218;Conservatoire National des Arts et Métiers - CNAM;371;CFA du Conservatoire National des Arts et Métiers - CNAM;3;24;1;1672;0932469D;Local du CFA;CFA du Conservatoire National des Arts et Métiers - CNAM;61 rue du Landy;;;93900;93210;LA PLAINE ST DENIS;3;21;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;61;2EME ANNEE BTS (en lycée);61;2EME ANNEE BTS (en lycée);92;92004;92600;ASNIERES-SUR-SEINE;4619A;75;75115;92
11/12;;Ingénieur diplôme du Centre d'études supérieures industrielles-CESI;1;ING;200;Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle;Technologies et management de la production;44;Centre de Formation d'Ingénieurs par Alternance - CEFIPA;47;CFA Ingénieurs - CEFIPA;6;36;3;86;0922455U;Local du CFA;Ecole d'Ingénieurs du CESI;93 boulevard de la Seine;;;92050;92000;NANTERRE;6;23;N;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;78;78361;78200;MANTES-LA-JOLIE;2910Z;78;78640;92
11/12;32032408;Assistant de manager (BTS);3;BTS;324;Secrétariat, bureautique;Secrétariat, bureautique;57;Chambre de Commerce et d'Industrie de Versailles Val d'Oise - Yvelines;75;CFA de la CCIV-Centre R. Delorozoy;30;24;1;124;0781809T;Local du CFA;CFA CCIV - IFA Robert-Delorozoy;7 avenue des Trois Peuples;;;78423;78180;MONTIGNY-LE-BRETONNEUX;30;20;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;78;78545;78210;SAINT-CYR-L'ECOLE;2910Z;78;78297;78
11/12;;Travail social (DEUST Evry);3;DEUST;332;Travail social;Santé, sanitaire et social;56;Association pour la Promotion et la Gestion d'un Centre d'Enseignement Supérieur par l'Apprentissage à Evry;69;CFA d' Évry Val d'Essonne;48;24;1;733;0911975C;Convention L6231-3;Université d'Evry-Val d'Essonne;Institut de la Poste;2 rue du Facteur Cheval;;91228;91000;EVRY;48;24;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;51;TERMINALE GENERALE (en lycée);51;TERMINALE GENERALE (en lycée);91;91174;91100;CORBEIL-ESSONNE;9499Z;95;95527;993
11/12;50022713;Installateur thermique (CAP);5;CAP;227;Energie, génie climatique (y compris énergie nucléaire, thermique, hydraulique, utilités : froid, climatis., chauffage);Énergie, climatisation;15;Association pour la Formation Professionnelle dans le Bâtiment et Travaux Publics de Seine et Marne;15;CFA du bâtiment et des travaux publics de Seine-et-Marne  - Nangis;31;12;1;41;0771654E;Local du CFA;CFA du BTP de Nangis;3 bis avenue du Général de Gaulle;;;77327;77370;NANGIS;31;19;;M;Masculin;E;Externe;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;23;3EME GENERALE (en collège);75;2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE);89;89449;89340;VILLEBLEVIN;4322B;89;89449;0771654E
11/12;40025509;Technicien du froid et du conditionnement d'air (BAC PRO);4;BAC PRO;255;Electricité, électronique (non compris automatismes, productique);Électricité, électronique;8;Ecole de Travail ORT;8;CFA École de travail ORT;43;36;1;18;0751488K;Local du CFA;CFA Ecole de Travail ORT;4 bis rue des Rosiers;;;75104;75004;PARIS;43;17;N;M;Masculin;D;Demi-pensionnaire;1;France;54;Employé administratif d'entreprise;A;Contrat d'apprentissage;47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);47;SECONDE GENERALE OU TECHNOLOGIQUE (en lycée);94;94028;94000;CRETEIL;4322B;94;94015;94
11/12;25031338;Commerce spé conseiller commercial en maisons individuelles (LICENCE PRO);2;LICENCE PRO;313;Finances, banque, assurances;Finances, banque, assurances, immobilier;118;Association pour le Développement de la Formation Supérieure par Alternance;157;CFA Descartes de Marne la Vallée;140;12;1;309;0772432A;Convention L6231-3;Institut de Marne-la-Vallée;2 rue Albert Einstein;;;77083;77420;CHAMPS-SUR-MARNE;140;20;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;65;2EME ANNEE IUT;65;2EME ANNEE IUT;68;68145;68180;HORBOURG WIHR;4120A;68;68145;68
11/12;15532001;Diplôme grade master de Sciences Po : communication;1;DIP GM;320;Spécialités plurivalentes de la communication;Communication;141;FORMASUP PARIS;257;CFA FORMASUP Paris;143;12;1;1023;0753431X;UFA (L6232-8);Institut des Etudes Politiques de Paris;27 rue Saint-Guillaume;;;75107;75007;PARIS;143;23;;M;Masculin;E;Externe;1;France;99;Non renseigné (inconnu ou sans objet);A;Contrat d'apprentissage;69;AUTRE SCOLARITE SUPERIEURE;69;AUTRE SCOLARITE SUPERIEURE;75;75111;75011;PARIS;7311Z;75;75109;75
